Date,Close
2024-11-11,633.3
2024-11-12,638.65
2024-11-13,642.75
2024-11-14,647.7
2024-11-18,638.7
2024-11-19,636.35
2024-11-21,641.75
2024-11-22,631.3
2024-11-25,649.15
2024-11-26,639.65
2024-11-27,644.45
2024-11-28,656.5
2024-11-29,655.8
2024-12-02,638.85
2024-12-03,632.8
2024-12-04,631.25
2024-12-05,651.15
2024-12-06,635.3
2024-12-09,633.2
2024-12-10,632.9
2024-12-11,634.65
2024-12-12,650.3
2024-12-13,648.8
2024-12-16,704.85
2024-12-17,742.75
2024-12-18,749.4
2024-12-19,747.45
2024-12-20,767.25
2024-12-23,767.35
2024-12-24,768.05
2024-12-26,790.85
2024-12-27,797.85
2024-12-30,801.1
2024-12-31,773.8
2025-01-01,791.7
2025-01-02,797.7
2025-01-03,790.45
2025-01-06,742.4
2025-01-07,721.5
2025-01-08,724.0
2025-01-09,719.9
2025-01-10,676.85
2025-01-13,651.6
2025-01-14,643.15
2025-01-15,644.4
2025-01-16,674.45
2025-01-17,664.5
2025-01-20,662.75
2025-01-21,649.45
2025-01-22,673.25
2025-01-23,675.2
2025-01-24,703.95
2025-01-27,709.4
2025-01-28,719.7
2025-01-29,741.7
2025-01-30,750.95
2025-01-31,789.3
2025-02-01,743.35
2025-02-03,724.8
2025-02-04,738.25
2025-02-05,741.45
2025-02-06,760.75
2025-02-07,770.95
2025-02-10,726.95
2025-02-11,700.95
2025-02-12,699.8
2025-02-13,721.8
2025-02-14,698.55
2025-02-17,685.25
2025-02-18,697.8
2025-02-19,677.65
2025-02-20,679.9
2025-02-21,697.15
2025-02-24,709.4
2025-02-25,713.2
2025-02-27,730.95
2025-02-28,761.5
2025-03-03,719.55
2025-03-04,695.95
2025-03-05,707.7
2025-03-06,693.35
2025-03-07,688.45
2025-03-10,670.5
2025-03-11,650.55
2025-03-12,649.55
2025-03-13,650.4
2025-03-17,667.25
2025-03-18,671.2
2025-03-19,689.7
2025-03-20,718.1
2025-03-21,726.8
2025-03-24,719.7
2025-03-25,703.75
2025-03-26,701.3
2025-03-27,724.6
2025-03-28,723.95
2025-04-01,697.15
2025-04-02,697.25
2025-04-03,702.8
2025-04-04,688.6
2025-04-07,668.55
2025-04-08,713.25
2025-04-09,698.2
2025-04-11,717.4
2025-04-15,745.6
2025-04-16,750.4
2025-04-17,785.55
2025-04-21,814.05
2025-04-22,843.6
2025-04-23,827.85
2025-04-24,807.85
2025-04-25,796.95
2025-04-28,766.95
2025-04-29,754.45
2025-04-30,705.95
2025-05-02,696.5
2025-05-05,687.7
2025-05-06,673.4
2025-05-07,683.3
2025-05-08,679.65
2025-05-09,672.85
2025-05-12,692.15
2025-05-13,687.2
2025-05-14,681.25
2025-05-15,677.75
2025-05-16,679.2
2025-05-19,672.95
2025-05-20,669.2
2025-05-21,674.3
2025-05-22,688.0
2025-05-23,694.75
2025-05-26,707.25
2025-05-27,708.05
2025-05-28,691.6
2025-05-29,682.05
2025-05-30,709.25
2025-06-02,699.35
2025-06-03,681.15
2025-06-04,687.35
2025-06-05,691.65
2025-06-06,730.8
2025-06-09,800.8
2025-06-10,800.95
2025-06-11,800.75
2025-06-12,784.8
2025-06-13,768.3
2025-06-16,758.7
2025-06-17,754.75
2025-06-18,766.45
2025-06-19,744.4
2025-06-20,722.2
2025-06-23,731.85
2025-06-24,746.95
2025-06-25,753.0
2025-06-26,759.1
2025-06-27,760.5
2025-06-30,771.8
2025-07-01,763.45
2025-07-02,768.45
2025-07-03,771.2
2025-07-04,771.45
2025-07-07,776.15
2025-07-08,756.45
2025-07-09,746.15
2025-07-10,759.15
2025-07-11,770.1
2025-07-14,780.1
2025-07-15,748.65
2025-07-16,745.9
2025-07-17,743.95
2025-07-18,729.65
2025-07-21,733.1
2025-07-22,723.8
2025-07-23,728.75
2025-07-24,722.1
2025-07-25,690.0
2025-07-28,670.15
2025-07-29,649.35
2025-07-30,610.55
2025-07-31,593.8
2025-08-01,598.25
2025-08-04,604.9
2025-08-05,602.3
2025-08-06,583.15
2025-08-07,584.45
2025-08-08,580.25
2025-08-11,576.85
2025-08-12,571.95
2025-08-13,579.05
2025-08-14,585.7
2025-08-18,597.1
2025-08-19,588.25
2025-08-20,581.2
2025-08-21,584.1
2025-08-22,588.75
2025-08-25,576.5
2025-08-26,562.7
2025-08-28,552.75
2025-08-29,545.05
2025-09-01,549.2
2025-09-02,526.95
2025-09-03,533.2
2025-09-04,526.65
2025-09-05,532.35
2025-09-08,532.4
2025-09-09,529.85
2025-09-10,535.3
2025-09-11,530.0
2025-09-12,540.5
2025-09-15,541.2
2025-09-16,544.45
2025-09-17,542.7
2025-09-18,539.2
2025-09-19,537.8
2025-09-22,535.65
2025-09-23,522.85
2025-09-24,522.6
2025-09-25,519.95
2025-09-26,510.25
2025-09-29,515.8
2025-09-30,536.6
2025-10-01,536.0
2025-10-02,536.0
2025-10-03,533.95
2025-10-06,536.45
2025-10-07,532.6
2025-10-08,524.0
2025-10-09,524.35
2025-10-10,528.5
2025-10-13,524.4
2025-10-14,514.9
2025-10-15,528.55
2025-10-16,533.4
2025-10-17,527.6
2025-10-20,531.65
2025-10-21,535.95
2025-10-23,536.95
2025-10-24,537.0
2025-10-27,528.6
2025-10-28,537.05
2025-10-29,605.05
2025-10-30,642.75
2025-10-31,652.75
2025-11-03,660.0
2025-11-04,649.2
2025-11-06,624.3
2025-11-07,646.1
