Date,Close
2024-11-11,531.6
2024-11-12,536.45
2024-11-13,518.3
2024-11-14,528.45
2024-11-18,546.45
2024-11-19,549.95
2024-11-21,527.25
2024-11-22,533.5
2024-11-25,528.2
2024-11-26,525.75
2024-11-27,523.05
2024-11-28,523.05
2024-11-29,519.4
2024-12-02,534.8
2024-12-03,530.85
2024-12-04,507.65
2024-12-05,500.9
2024-12-06,499.6
2024-12-09,499.05
2024-12-10,503.5
2024-12-11,498.9
2024-12-12,500.3
2024-12-13,502.15
2024-12-16,504.75
2024-12-17,544.0
2024-12-18,573.45
2024-12-19,580.45
2024-12-20,564.25
2024-12-23,562.95
2024-12-24,553.0
2024-12-26,552.9
2024-12-27,551.75
2024-12-30,556.0
2024-12-31,564.7
2025-01-01,577.45
2025-01-02,586.45
2025-01-03,598.95
2025-01-06,574.7
2025-01-07,607.15
2025-01-08,599.05
2025-01-09,582.6
2025-01-10,571.5
2025-01-13,570.2
2025-01-14,581.4
2025-01-15,587.05
2025-01-16,591.55
2025-01-17,596.05
2025-01-20,597.8
2025-01-21,581.45
2025-01-22,558.75
2025-01-23,591.4
2025-01-24,582.85
2025-01-27,570.55
2025-01-28,572.95
2025-01-29,630.2
2025-01-30,693.2
2025-01-31,750.45
2025-02-01,756.8
2025-02-03,766.3
2025-02-04,804.6
2025-02-05,823.85
2025-02-06,831.15
2025-02-07,821.75
2025-02-10,810.7
2025-02-11,793.25
2025-02-12,801.3
2025-02-13,761.25
2025-02-14,723.2
2025-02-17,754.3
2025-02-18,751.9
2025-02-19,788.25
2025-02-20,778.95
2025-02-21,749.55
2025-02-24,761.05
2025-02-25,797.65
2025-02-27,788.25
2025-02-28,754.0
2025-03-03,770.7
2025-03-04,787.45
2025-03-05,804.95
2025-03-06,797.55
2025-03-07,837.4
2025-03-10,830.35
2025-03-11,819.4
2025-03-12,837.9
2025-03-13,842.75
2025-03-17,884.85
2025-03-18,929.05
2025-03-19,910.85
2025-03-20,925.75
2025-03-21,906.95
2025-03-24,903.9
2025-03-25,880.0
2025-03-26,854.45
2025-03-27,883.85
2025-03-28,884.85
2025-04-01,840.6
2025-04-02,798.6
2025-04-03,764.4
2025-04-04,726.2
2025-04-07,655.7
2025-04-08,694.55
2025-04-09,626.05
2025-04-11,683.55
2025-04-15,736.45
2025-04-16,747.35
2025-04-17,762.2
2025-04-21,742.4
2025-04-22,750.5
2025-04-23,745.2
2025-04-24,764.45
2025-04-25,723.05
2025-04-28,711.1
2025-04-29,685.4
2025-04-30,711.15
2025-05-02,723.25
2025-05-05,742.0
2025-05-06,715.5
2025-05-07,738.15
2025-05-08,723.3
2025-05-09,725.65
2025-05-12,734.65
2025-05-13,769.0
2025-05-14,770.15
2025-05-15,838.7
2025-05-16,823.7
2025-05-19,818.75
2025-05-20,794.1
2025-05-21,789.4
2025-05-22,794.35
2025-05-23,800.3
2025-05-26,810.75
2025-05-27,840.9
2025-05-28,878.3
2025-05-29,887.65
2025-05-30,904.8
2025-06-02,918.4
2025-06-03,886.95
2025-06-04,908.1
2025-06-05,923.65
2025-06-06,900.75
2025-06-09,878.4
2025-06-10,907.4
2025-06-11,959.65
2025-06-12,964.2
2025-06-13,953.75
2025-06-16,938.55
2025-06-17,910.75
2025-06-18,884.0
2025-06-19,856.1
2025-06-20,865.3
2025-06-23,856.25
2025-06-24,866.95
2025-06-25,880.65
2025-06-26,869.65
2025-06-27,865.0
2025-06-30,877.75
2025-07-01,843.55
2025-07-02,837.65
2025-07-03,868.75
2025-07-04,897.25
2025-07-07,898.6
2025-07-08,877.05
2025-07-09,911.85
2025-07-10,917.15
2025-07-11,908.45
2025-07-14,953.75
2025-07-15,961.1
2025-07-16,957.35
2025-07-17,970.7
2025-07-18,1010.2
2025-07-21,1006.8
2025-07-22,906.15
2025-07-23,816.7
2025-07-24,812.05
2025-07-25,789.25
2025-07-28,795.3
2025-07-29,803.95
2025-07-30,796.35
2025-07-31,805.95
2025-08-01,796.3
2025-08-04,787.2
2025-08-05,791.5
2025-08-06,760.65
2025-08-07,779.0
2025-08-08,805.1
2025-08-11,800.1
2025-08-12,776.65
2025-08-13,791.75
2025-08-14,788.8
2025-08-18,781.15
2025-08-19,781.6
2025-08-20,776.75
2025-08-21,770.7
2025-08-22,775.35
2025-08-25,736.6
2025-08-26,707.4
2025-08-28,685.95
2025-08-29,667.85
2025-09-01,651.75
2025-09-02,684.3
2025-09-03,705.6
2025-09-04,708.35
2025-09-05,743.75
2025-09-08,724.7
2025-09-09,730.75
2025-09-10,698.75
2025-09-11,682.85
2025-09-12,716.95
2025-09-15,713.85
2025-09-16,715.05
2025-09-17,698.35
2025-09-18,683.3
2025-09-19,679.45
2025-09-22,668.85
2025-09-23,680.9
2025-09-24,672.5
2025-09-25,664.85
2025-09-26,645.9
2025-09-29,640.05
2025-09-30,630.15
2025-10-01,661.65
2025-10-02,661.65
2025-10-03,663.35
2025-10-06,682.35
2025-10-07,673.95
2025-10-08,663.55
2025-10-09,653.5
2025-10-10,677.8
2025-10-13,663.85
2025-10-14,657.1
2025-10-15,661.85
2025-10-16,671.5
2025-10-17,653.3
2025-10-20,661.15
2025-10-21,662.8
2025-10-23,651.0
2025-10-24,644.7
2025-10-27,635.3
2025-10-28,638.8
2025-10-29,651.65
2025-10-30,647.35
2025-10-31,656.4
2025-11-03,674.05
2025-11-04,606.65
2025-11-06,561.65
2025-11-07,598.15
