Date,Close
2024-11-11,3206.6
2024-11-12,3198.45
2024-11-13,3187.85
2024-11-14,3183.7
2024-11-18,3172.3
2024-11-19,3224.7
2024-11-21,3178.45
2024-11-22,3308.7
2024-11-25,3309.1
2024-11-26,3327.5
2024-11-27,3291.65
2024-11-28,3212.35
2024-11-29,3249.0
2024-12-02,3306.85
2024-12-03,3332.75
2024-12-04,3364.45
2024-12-05,3441.05
2024-12-06,3470.1
2024-12-09,3468.2
2024-12-10,3475.75
2024-12-11,3473.1
2024-12-12,3445.75
2024-12-13,3508.85
2024-12-16,3438.2
2024-12-17,3406.1
2024-12-18,3401.9
2024-12-19,3356.85
2024-12-20,3356.25
2024-12-23,3396.95
2024-12-24,3353.4
2024-12-25,3353.4
2024-12-26,3323.05
2024-12-27,3309.2
2024-12-30,3257.35
2024-12-31,3253.15
2025-01-01,3253.85
2025-01-02,3388.95
2025-01-03,3451.65
2025-01-06,3470.4
2025-01-07,3505.1
2025-01-08,3484.05
2025-01-09,3487.05
2025-01-10,3440.25
2025-01-13,3382.75
2025-01-14,3322.5
2025-01-15,3323.5
2025-01-16,3316.9
2025-01-17,3357.4
2025-01-20,3382.25
2025-01-21,3353.35
2025-01-22,3356.45
2025-01-23,3399.45
2025-01-24,3398.0
2025-01-27,3319.35
2025-01-28,3325.9
2025-01-29,3370.75
2025-01-30,3368.4
2025-01-31,3490.25
2025-02-01,3552.0
2025-02-03,3580.3
2025-02-04,3597.7
2025-02-05,3490.9
2025-02-06,3410.75
2025-02-07,3424.8
2025-02-10,3327.45
2025-02-11,3281.8
2025-02-12,3255.45
2025-02-13,3231.5
2025-02-14,3213.25
2025-02-17,3233.2
2025-02-18,3221.85
2025-02-19,3210.3
2025-02-20,3191.45
2025-02-21,3179.9
2025-02-24,3173.0
2025-02-25,3198.8
2025-02-27,3223.1
2025-02-28,3077.25
2025-03-03,3082.0
2025-03-04,3048.5
2025-03-05,3086.55
2025-03-06,3121.1
2025-03-07,3079.35
2025-03-10,3026.8
2025-03-11,3046.4
2025-03-12,3018.95
2025-03-13,3010.15
2025-03-17,3017.35
2025-03-18,3081.7
2025-03-19,3076.3
2025-03-20,3193.1
2025-03-21,3162.7
2025-03-24,3079.1
2025-03-25,3053.7
2025-03-26,3057.5
2025-03-27,3087.65
2025-03-28,3063.35
2025-04-01,2986.95
